Shape;True Tucker Rank;Calculated Rank;Time
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004208864212036133
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004071712017059326
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.00488969612121582
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.0040672640800476076
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.00421062421798706
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.0044256639480590824
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004579648017883301
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005474944114685059
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005064896106719971
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.00559168004989624
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005515999794006347
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.0049967041015625
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005787680149078369
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005115456104278564
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005861087799072266
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005027040004730225
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005528351783752441
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005506847858428955
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005186495780944825
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005468160152435303
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005539040088653565
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005435135841369629
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005151616096496582
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005878047943115234
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005040703773498535
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005112031936645508
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005782591819763184
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005013663768768311
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005437568187713623
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.0053751678466796874
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005125247955322266
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005481664180755615
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005010528087615967
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005804351806640625
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.005142623901367187
(64, 64, 64, 64);(51, 27, 40);(51, 27, 40);0.004990272045135498
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.00597270393371582
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005461056232452393
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005661312103271484
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005801087856292725
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.0057422080039978025
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005379039764404297
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005822720050811768
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005767744064331054
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005354112148284912
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.006259136199951172
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005319200038909912
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005983263969421387
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005439616203308105
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005348991870880127
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.0061209602355957035
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005458975791931152
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005680064201354981
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005805439949035644
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005746623992919922
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.00534278392791748
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005891615867614746
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005777440071105957
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005316639900207519
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005926208019256592
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005434336185455323
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005640543937683105
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005771999835968018
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005416351795196533
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005643871784210205
(64, 64, 64, 128);(30, 58, 45);(30, 58, 45);0.005776127815246582
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005727327823638916
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005308159828186035
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.006091296195983887
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005395904064178467
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005280223846435547
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005993023872375488
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005447904109954834
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005633855819702148
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005761600017547607
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.00571449613571167
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005339807987213134
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005629248142242431
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005772064208984375
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005670976161956787
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005825568199157715
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005294079780578613
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005964447975158691
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005390336036682129
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005304671764373779
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.006076255798339844
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005390272140502929
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005606880187988281
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005758080005645752
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005391808032989502
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005610559940338135
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005656864166259766
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005723711967468262
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005279679775238037
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.00597049617767334
(64, 64, 64, 256);(11, 24, 34);(11, 24, 34);0.005392831802368164
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005671135902404785
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006418528079986573
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005740320205688477
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.0059582719802856446
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006117055892944336
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006056128025054931
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.00611683177947998
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006058495998382568
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005638495922088623
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006387872219085693
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005730144023895264
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005634431838989258
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006416255950927734
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.0057250881195068356
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005941535949707031
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006097248077392578
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006040544033050537
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006108960151672363
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006030432224273682
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.00562553596496582
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006416192054748535
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.0057506561279296875
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.0056245441436767575
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006441120147705078
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005728447914123535
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005919551849365235
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006081632137298584
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006048192024230957
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.005995840072631836
(64, 64, 64, 512);(53, 11, 28);(53, 11, 28);0.006101439952850342
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005540383815765381
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.0063348479270935055
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005854720115661621
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.0055994558334350585
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.006312863826751709
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005616352081298828
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005872352123260498
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005971776008605957
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005937376022338867
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005879968166351318
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.006013823986053467
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005501183986663818
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.0059688959121704105
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005952511787414551
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005519807815551758
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.006265535831451416
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005611904144287109
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005822879791259766
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005984032154083252
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005975711822509766
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005514815807342529
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005962399959564209
(64, 64, 64, 1024);(35, 44, 24);(35, 44, 24);0.005924416065216064
